CAMIS,DBA,BORO,BUILDING,STREET,ZIPCODE,PHONE,CUISINE DESCRIPTION,INSPECTION DATE,ACTION,VIOLATION CODE,VIOLATION DESCRIPTION,CRITICAL FLAG,SCORE,GRADE,GRADE DATE,RECORD DATE,INSPECTION TYPE
50068990,MCDONALD'S #23105,Brooklyn,840,ATLANTIC AVENUE,11238,7187835466,American,10/03/2018,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,12,,,06/28/2020,Cycle Inspection / Initial Inspection
50066844,MCDONALD'S,Bronx,1101,EAST TREMONT AVENUE,10460,7188244123,Sandwiches/Salads/Mixed Buffet,07/30/2019,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,10,A,07/30/2019,06/28/2020,Cycle Inspection / Initial Inspection
50010395,MCDONALD'S,Manhattan,208,DYCKMAN STREET,10040,2125692909,American,08/07/2017,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,13,A,08/07/2017,06/28/2020,Cycle Inspection / Re-inspection
41155817,MCDONALD'S,Staten Island,501,BAY STREET,10304,7182736688,Hamburgers,08/11/2017,Violations were cited in the following area(s).,06A,Personal cleanliness inadequate. Outer garment soiled with possible contaminant.  Effective hair restraint not worn in an area where food is prepared.,Y,47,,,06/28/2020,Cycle Inspection / Initial Inspection
40686067,MCDONALD'S,Brooklyn,652,MEEKER AVENUE,11222,7184866195,Hamburgers,04/19/2018,Violations were cited in the following area(s).,10J,"""""Wash hands” sign not posted at hand wash facility.",N,4,A,04/19/2018,06/28/2020,Cycle Inspection / Initial Inspection
40548768,MCDONALD'S,Manhattan,4259,BROADWAY,10033,9175210827,Hamburgers,03/08/2019,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,13,A,03/08/2019,06/28/2020,Cycle Inspection / Initial Inspection
40370781,MCDONALD'S,Queens,160-11,WILLETS POINT BOULEVARD,11357,7187466063,Hamburgers,07/31/2018,Violations were cited in the following area(s).,10H,Proper sanitization not provided for utensil ware washing operation.,N,25,,,06/28/2020,Cycle Inspection / Initial Inspection
50059826,MCDONALD'S,Queens,9118,BEACH CHANNEL DR,11693,7184744949,American,10/31/2018,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,N,26,,,06/28/2020,Cycle Inspection / Initial Inspection
50064971,MCDONALD'S,Queens,000,JFK INTL AIRPORT ERMINAL 1,11430,7187512833,American,10/16/2019,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Y,5,A,10/16/2019,06/28/2020,Cycle Inspection / Initial Inspection
41463516,MCDONALD'S,Manhattan,404,EAST   14 STREET,10009,2125980045,Hamburgers,11/03/2016,No violations were recorded at the time of this inspection.,,,,0,,,06/28/2020,Cycle Inspection / Initial Inspection
50014408,MCDONALD'S,Brooklyn,7124,3 AVENUE,11209,7184910223,American,09/18/2018,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Y,12,A,09/18/2018,06/28/2020,Cycle Inspection / Initial Inspection
41110540,PIZZA CENTRAL OF BROOKLYN,Brooklyn,941,MCDONALD AVENUE,11218,7186330600,Pizza,11/14/2018,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Y,17,,,06/28/2020,Cycle Inspection / Initial Inspection
50092906,MCDONALD'S,Manhattan,1528,BROADWAY,10036,9174095946,American,03/06/2020,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Y,10,A,03/06/2020,06/28/2020,Pre-permit (Operational) / Re-inspection
50044989,MCDONALD'S,Brooklyn,700,BROADWAY,11206,7185992870,American,04/24/2019,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Y,12,A,04/24/2019,06/28/2020,Cycle Inspection / Initial Inspection
41110540,PIZZA CENTRAL OF BROOKLYN,Brooklyn,941,MCDONALD AVENUE,11218,7186330600,Pizza,04/18/2018,Violations were cited in the following area(s).,16B,"The original nutritional fact labels and/or ingredient label for a cooking oil, shortening or margarine or food item sold in bulk, or acceptable manufacturer’s documentation not maintained on site.",N,,,,06/28/2020,Trans Fat / Re-inspection
40370781,MCDONALD'S,Queens,160-11,WILLETS POINT BOULEVARD,11357,7187466063,Hamburgers,02/13/2019,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,N,8,,,06/28/2020,Cycle Inspection / Initial Inspection
50010395,MCDONALD'S,Manhattan,208,DYCKMAN STREET,10040,2125692909,American,06/20/2017,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,14,,,06/28/2020,Cycle Inspection / Initial Inspection
41578619,MCDONALD'S,Manhattan,444,LENOX AVENUE,10037,2122837798,American,03/01/2018,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,11,A,03/01/2018,06/28/2020,Cycle Inspection / Initial Inspection
40794103,MCDONALD'S,Bronx,1600,BRUCKNER BOULEVARD,10473,7186170869,Hamburgers,10/10/2017,Establishment re-opened by DOHMH,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,2,,,06/28/2020,Cycle Inspection / Reopening Inspection
50001660,MCDONALD'S,Manhattan,26,EAST   23 STREET,10010,6466829277,American,05/18/2018,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Y,12,A,05/18/2018,06/28/2020,Cycle Inspection / Initial Inspection
41603147,MCDONALD'S,Bronx,1625,WEBSTER AVENUE,10457,7182990849,American,07/27/2016,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,20,,,06/28/2020,Cycle Inspection / Initial Inspection
41624694,MCDONALD'S,Queens,15940,CROSS BAY BOULEVARD,11414,7188432036,American,02/05/2019,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,N,7,A,02/05/2019,06/28/2020,Cycle Inspection / Initial Inspection
40395935,MCDONALD'S,Staten Island,1660,RICHMOND AVENUE,10314,7184943400,Hamburgers,01/07/2020,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Y,19,,,06/28/2020,Cycle Inspection / Initial Inspection
41450629,MCDONALD'S,Brooklyn,1133,EASTERN PARKWAY,11213,7184930800,Hamburgers,08/12/2016,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Y,20,,,06/28/2020,Cycle Inspection / Initial Inspection
50034652,MCDONALD'S,Brooklyn,289,9 STREET,11215,7188328600,Hamburgers,04/15/2019,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,13,A,04/15/2019,06/28/2020,Cycle Inspection / Initial Inspection
50068989,MCDONALD'S,Brooklyn,1275,FULTON STREET,11216,7186311331,American,09/04/2019,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,9,A,09/04/2019,06/28/2020,Cycle Inspection / Initial Inspection
50064637,MCDONALDS,Bronx,925,HUNTS POINT AVENUE,10459,7182158275,Sandwiches,08/12/2019,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Y,35,,,06/28/2020,Cycle Inspection / Initial Inspection
50091429,LOS CHOCOMILES,Brooklyn,976,MCDONALD AVENUE,11230,9292108535,Mexican,11/21/2019,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,22,,,06/28/2020,Cycle Inspection / Initial Inspection
41268295,MCDONALD'S,Queens,8003,QUEENS BOULEVARD,11373,7184781204,American,02/14/2019,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,59,,,06/28/2020,Cycle Inspection / Initial Inspection
40369724,MCDONALD'S,Queens,10615,71 AVENUE,11375,7187938181,Hamburgers,05/06/2019,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Y,20,,,06/28/2020,Cycle Inspection / Initial Inspection
41241639,MCDONALD'S,Manhattan,3549,BROADWAY,10031,2124916860,Hamburgers,06/28/2019,Violations were cited in the following area(s).,06A,Personal cleanliness inadequate. Outer garment soiled with possible contaminant.  Effective hair restraint not worn in an area where food is prepared.,Y,17,,,06/28/2020,Cycle Inspection / Initial Inspection
40794103,MCDONALD'S,Bronx,1600,BRUCKNER BOULEVARD,10473,7186170869,Hamburgers,09/06/2016,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,N,24,,,06/28/2020,Cycle Inspection / Initial Inspection
40800557,MCDONALD'S,Manhattan,160,BROADWAY,10038,2123852063,Hamburgers,02/25/2020,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,11,A,02/25/2020,06/28/2020,Cycle Inspection / Initial Inspection
40373909,MCDONALD'S,Brooklyn,5804,CLARENDON ROAD,11203,7184510834,Hamburgers,06/02/2016,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Y,12,A,06/02/2016,06/28/2020,Cycle Inspection / Initial Inspection
50038733,HERO SHOP,Brooklyn,1211,MCDONALD AVENUE,11230,7183385472,American,11/04/2019,Violations were cited in the following area(s).,05F,Insufficient or no refrigerated or hot holding equipment to keep potentially hazardous foods at required temperatures.,Y,79,,,06/28/2020,Cycle Inspection / Initial Inspection
40512425,MCDONALD'S,Brooklyn,5713,CHURCH AVENUE,11203,7189226085,Hamburgers,10/15/2018,Violations were cited in the following area(s).,04M,Live roaches present in facility's food and/or non-food areas.,Y,33,,,06/28/2020,Cycle Inspection / Initial Inspection
41696220,MCDONALD'S,Queens,9101,JAMAICA AVENUE,11421,7188491979,American,01/15/2020,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140º F.,Y,12,A,01/15/2020,06/28/2020,Cycle Inspection / Initial Inspection
50001148,MCDONALD'S,Manhattan,148,WEST  125 STREET,10027,6467904636,Hamburgers,07/13/2017,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Y,13,,,06/28/2020,Cycle Inspection / Initial Inspection
50005026,MCDONALD'S,Brooklyn,3143,ATLANTIC AVENUE,11208,7189649600,American,09/24/2016,Violations were cited in the following area(s).,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Y,12,A,09/24/2016,06/28/2020,Cycle Inspection / Initial Inspection
40401953,MCDONALD'S,Manhattan,237987,ADAM CLAYTON POWELL BOULEVARD,,2122830559,Hamburgers,08/23/2018,Violations were cited in the following area(s).,20F,Current letter grade card not posted.,N,,,,06/28/2020,Administrative Miscellaneous / Initial Inspection
41696220,MCDONALD'S,Queens,9101,JAMAICA AVENUE,11421,7188491979,American,12/27/2018,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Y,7,A,12/27/2018,06/28/2020,Cycle Inspection / Re-inspection
41633093,EL CERRITO DEL CARMEN RESTAURANT,Brooklyn,2024,MCDONALD AVENUE,11223,7183397907,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",07/24/2017,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Y,10,A,07/24/2017,06/28/2020,Cycle Inspection / Initial Inspection
40369782,MCDONALD'S,Brooklyn,701,UTICA AVENUE,11203,7187780023,Hamburgers,04/11/2018,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,7,A,04/11/2018,06/28/2020,Cycle Inspection / Initial Inspection
50068989,MCDONALD'S,Brooklyn,1275,FULTON STREET,11216,7186311331,American,09/17/2018,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Y,19,,,06/28/2020,Cycle Inspection / Initial Inspection
50033273,MCDONALD'S,Brooklyn,2411,86 STREET,11214,7183729098,American,04/27/2017,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Y,8,A,04/27/2017,06/28/2020,Cycle Inspection / Initial Inspection
41696229,MCDONALD'S,Queens,16630,JAMAICA AVENUE,11432,7185265161,American,11/09/2018,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Y,12,A,11/09/2018,06/28/2020,Cycle Inspection / Initial Inspection
41110540,PIZZA CENTRAL OF BROOKLYN,Brooklyn,941,MCDONALD AVENUE,11218,7186330600,Pizza,03/26/2019,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Y,17,,,06/28/2020,Cycle Inspection / Initial Inspection
50087226,MCDONALDS,Bronx,86,EAST  167 STREET,10452,7325159898,Hamburgers,02/15/2019,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Y,39,,,06/28/2020,Pre-permit (Operational) / Initial Inspection
50048068,MCDONALDS,Queens,8805,ASTORIA BLVD,11369,7188987437,American,02/12/2020,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Y,12,A,02/12/2020,06/28/2020,Cycle Inspection / Initial Inspection
41064863,MCDONALD'S,Bronx,599,EAST TREMONT AVENUE,10457,7187314755,Hamburgers,06/30/2017,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Y,12,A,06/30/2017,06/28/2020,Cycle Inspection / Re-inspection
40724205,MCDONALD'S,Bronx,101,EAST  170 STREET,10452,7184109150,Hamburgers,02/21/2019,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,9,A,02/21/2019,06/28/2020,Cycle Inspection / Initial Inspection
41182288,MCDONALD'S,Queens,9801,METROPOLITAN AVENUE,11375,7182637281,Hamburgers,07/24/2019,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Y,51,,,06/28/2020,Cycle Inspection / Initial Inspection
50072041,MCDONALDS,Bronx,4174,WHITE PLAINS ROAD,10466,7185471823,Sandwiches/Salads/Mixed Buffet,01/18/2018,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,N,6,A,01/18/2018,06/28/2020,Pre-permit (Operational) / Initial Inspection
50048693,McDonald's,Queens,21607,LINDEN BLVD,11411,5162560200,Hamburgers,09/07/2018,Violations were cited in the following area(s).,06F,Wiping cloths soiled or not stored in sanitizing solution.,Y,12,A,09/07/2018,06/28/2020,Cycle Inspection / Initial Inspection
50077731,MCDONALD'S,Bronx,1540,WESTCHESTER AVENUE,10472,9146027375,American,06/06/2018,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,9,A,06/06/2018,06/28/2020,Pre-permit (Operational) / Initial Inspection
41603147,MCDONALD'S,Bronx,1625,WEBSTER AVENUE,10457,7182990849,American,07/27/2016,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Y,20,,,06/28/2020,Cycle Inspection / Initial Inspection
50068989,MCDONALD'S,Brooklyn,1275,FULTON STREET,11216,7186311331,American,04/05/2019,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,19,,,06/28/2020,Cycle Inspection / Initial Inspection
41040405,MCDONALD'S,Brooklyn,139,FLATBUSH AVENUE,11217,7182300176,Hamburgers,08/24/2018,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Y,13,A,08/24/2018,06/28/2020,Cycle Inspection / Initial Inspection
40679997,MCDONALD'S,Queens,3800,QUEENS BOULEVARD,11101,7184720374,Hamburgers,12/29/2017,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,N,13,A,12/29/2017,06/28/2020,Cycle Inspection / Initial Inspection
50040896,MCDONALD'S,Bronx,3279,3RD AVE @164TH ST E,10456,7184013419,Hamburgers,03/01/2018,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Y,13,A,03/01/2018,06/28/2020,Cycle Inspection / Initial Inspection
50016931,MCDONALD'S,Brooklyn,5407,KINGS PLZ,11234,7182525460,Hamburgers,02/08/2018,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,2,A,02/08/2018,06/28/2020,Cycle Inspection / Initial Inspection
50006073,MCDONALD'S,Queens,37-19,JUNCTION BOULEVARD,11368,7184586259,American,02/27/2019,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,5,A,02/27/2019,06/28/2020,Cycle Inspection / Initial Inspection
41064863,MCDONALD'S,Bronx,599,EAST TREMONT AVENUE,10457,7187314755,Hamburgers,06/12/2019,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,N,9,A,06/12/2019,06/28/2020,Cycle Inspection / Initial Inspection
50059655,MCDONALD'S,Brooklyn,1531,FULTON STREET,11216,7187788016,American,05/07/2019,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,5,A,05/07/2019,06/28/2020,Cycle Inspection / Initial Inspection
41064863,MCDONALD'S,Bronx,599,EAST TREMONT AVENUE,10457,7187314755,Hamburgers,02/21/2018,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,33,,,06/28/2020,Cycle Inspection / Re-inspection
50001148,MCDONALD'S,Manhattan,148,WEST  125 STREET,10027,6467904636,Hamburgers,06/16/2016,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Y,22,B,06/16/2016,06/28/2020,Cycle Inspection / Re-inspection
41633093,EL CERRITO DEL CARMEN RESTAURANT,Brooklyn,2024,MCDONALD AVENUE,11223,7183397907,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",03/25/2019,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,3,A,03/25/2019,06/28/2020,Cycle Inspection / Initial Inspection
40372196,MCDONALD'S,Bronx,3660,EAST TREMONT AVENUE,10465,7188281430,Hamburgers,04/16/2018,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,9,A,04/16/2018,06/28/2020,Cycle Inspection / Re-inspection
40736385,MCDONALD'S,Brooklyn,2797,LINDEN BOULEVARD,11208,7188274227,Hamburgers,09/04/2018,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,04F,"Food, food preparation area, food storage area, area used by employees or patrons, contaminated by sewage or liquid waste.",Y,75,,,06/28/2020,Cycle Inspection / Initial Inspection
50042441,MCDONALD'S,Brooklyn,2154,NOSTRAND AVENUE,11210,7184342476,Hamburgers,03/01/2018,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,7,A,03/01/2018,06/28/2020,Cycle Inspection / Initial Inspection
41611084,MCDONALD'S,Manhattan,3809,BROADWAY,10032,2125687903,American,06/24/2016,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,N,10,A,06/24/2016,06/28/2020,Cycle Inspection / Re-inspection
40794103,MCDONALD'S,Bronx,1600,BRUCKNER BOULEVARD,10473,7186170869,Hamburgers,04/18/2018,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Y,6,A,04/18/2018,06/28/2020,Cycle Inspection / Initial Inspection
40395525,MCDONALD AVENUE DINER,Brooklyn,1111,MCDONALD AVENUE,11230,7189518475,American,12/29/2017,Violations were cited in the following area(s).,08C,Pesticide use not in accordance with label or applicable laws. Prohibited chemical used/stored. Open bait station used.,N,34,,,06/28/2020,Cycle Inspection / Initial Inspection
40369724,MCDONALD'S,Queens,10615,71 AVENUE,11375,7187938181,Hamburgers,06/04/2019,Violations were cited in the following area(s).,10A,"Toilet facility not maintained and provided with toilet paper, waste receptacle and self-closing door.",N,10,A,06/04/2019,06/28/2020,Cycle Inspection / Re-inspection
50034654,MCDONALD'S,Brooklyn,8520,20 AVENUE,11214,7184497432,Hamburgers,05/19/2017,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,N,7,A,05/19/2017,06/28/2020,Cycle Inspection / Initial Inspection
50034652,MCDONALD'S,Brooklyn,289,9 STREET,11215,7188328600,Hamburgers,04/23/2018,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Y,7,A,04/23/2018,06/28/2020,Cycle Inspection / Initial Inspection
40370781,MCDONALD'S,Queens,160-11,WILLETS POINT BOULEVARD,11357,7187466063,Hamburgers,02/26/2019,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Y,13,A,02/26/2019,06/28/2020,Cycle Inspection / Re-inspection
41211622,MCDONALD'S,Manhattan,2726,BROADWAY,10025,2122228714,Hamburgers,09/01/2016,Violations were cited in the following area(s).,06F,Wiping cloths soiled or not stored in sanitizing solution.,Y,12,A,09/01/2016,06/28/2020,Cycle Inspection / Re-inspection
40679997,MCDONALD'S,Queens,3800,QUEENS BOULEVARD,11101,7184720374,Hamburgers,12/02/2016,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,13,A,12/02/2016,06/28/2020,Cycle Inspection / Initial Inspection
41696220,MCDONALD'S,Queens,9101,JAMAICA AVENUE,11421,7188491979,American,05/23/2019,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Y,12,A,05/23/2019,06/28/2020,Cycle Inspection / Re-inspection
50011959,PICADILLY HALL,Brooklyn,1703,MCDONALD AVENUE,11230,7183362200,Jewish/Kosher,03/06/2018,Violations were cited in the following area(s).,06A,Personal cleanliness inadequate. Outer garment soiled with possible contaminant.  Effective hair restraint not worn in an area where food is prepared.,Y,11,A,03/06/2018,06/28/2020,Cycle Inspection / Re-inspection
40395935,MCDONALD'S,Staten Island,1660,RICHMOND AVENUE,10314,7184943400,Hamburgers,01/07/2020,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Y,19,,,06/28/2020,Cycle Inspection / Initial Inspection
50068989,MCDONALD'S,Brooklyn,1275,FULTON STREET,11216,7186311331,American,10/05/2018,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Y,12,A,10/05/2018,06/28/2020,Cycle Inspection / Re-inspection
50070471,MCDONALDS # 18093,Manhattan,354,WEST  125 STREET,10027,2128642848,Hamburgers,01/11/2019,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",N,10,A,01/11/2019,06/28/2020,Cycle Inspection / Initial Inspection
